Genes,Result
ENSMUSG00000030054,47
ENSMUSG00000048636,47
ENSMUSG00000030031,47
ENSMUSG00000030708,47
ENSMUSG00000020140,47
ENSMUSG00000000982,47
ENSMUSG00000091269,47
ENSMUSG00000054204,47
ENSMUSG00000056656,47
ENSMUSG00000050761,47
ENSMUSG00000003665,47
ENSMUSG00000045498,47
ENSMUSG00000097330,47
ENSMUSG00000081992,48
ENSMUSG00000080796,48
ENSMUSG00000103423,48
ENSMUSG00000093885,48
ENSMUSG00000090602,48
ENSMUSG00000087239,48
ENSMUSG00000063129,48
ENSMUSG00000081453,48
ENSMUSG00000103649,49
ENSMUSG00000075276,49
ENSMUSG00000081400,49
ENSMUSG00000082480,49
ENSMUSG00000082109,49
ENSMUSG00000081892,49
ENSMUSG00000048621,49
ENSMUSG00000100755,49
ENSMUSG00000027833,49
ENSMUSG00000004892,49
ENSMUSG00000074340,49
ENSMUSG00000070858,49
ENSMUSG00000068262,49
ENSMUSG00000055093,49
ENSMUSG00000111875,49
ENSMUSG00000057657,49
ENSMUSG00000063875,49
ENSMUSG00000099492,50
ENSMUSG00000084817,50
ENSMUSG00000100182,50
ENSMUSG00000026357,50
ENSMUSG00000026579,50
ENSMUSG00000081999,50
ENSMUSG00000016255,50
ENSMUSG00000084131,50
ENSMUSG00000036353,50
ENSMUSG00000028860,50
ENSMUSG00000082705,50
ENSMUSG00000109401,50
ENSMUSG00000097889,50
ENSMUSG00000053038,50
ENSMUSG00000111613,50
ENSMUSG00000097946,50
ENSMUSG00000084145,50
ENSMUSG00000017499,50
ENSMUSG00000043501,50
ENSMUSG00000039209,50
ENSMUSG00000058064,50
ENSMUSG00000103818,51
ENSMUSG00000037708,51
ENSMUSG00000081487,51
ENSMUSG00000082651,51
ENSMUSG00000083538,51
ENSMUSG00000106369,51
ENSMUSG00000105071,51
ENSMUSG00000085382,51
ENSMUSG00000081378,51
ENSMUSG00000087135,51
ENSMUSG00000103674,51
ENSMUSG00000065530,51
ENSMUSG00000056055,52
ENSMUSG00000010311,52
ENSMUSG00000104293,52
ENSMUSG00000103867,52
ENSMUSG00000085001,52
ENSMUSG00000064927,52
ENSMUSG00000092526,52
ENSMUSG00000101636,52
ENSMUSG00000097082,52
ENSMUSG00000087912,52
ENSMUSG00000022033,52
ENSMUSG00000111212,52
ENSMUSG00000085415,52
ENSMUSG00000104402,53
ENSMUSG00000107529,53
ENSMUSG00000047965,53
ENSMUSG00000085252,53
ENSMUSG00000080860,53
ENSMUSG00000083397,53
ENSMUSG00000083283,53
ENSMUSG00000104724,53
ENSMUSG00000106717,53
ENSMUSG00000107168,53
ENSMUSG00000105431,53
ENSMUSG00000029368,53
ENSMUSG00000106840,53
ENSMUSG00000085194,53
ENSMUSG00000109751,53
ENSMUSG00000106683,53
ENSMUSG00000097380,53
ENSMUSG00000097136,53
ENSMUSG00000086468,53
ENSMUSG00000051378,53
ENSMUSG00000093508,53
ENSMUSG00000102719,54
ENSMUSG00000103756,54
ENSMUSG00000016526,54
ENSMUSG00000015619,54
ENSMUSG00000027985,54
ENSMUSG00000105748,54
ENSMUSG00000081210,54
ENSMUSG00000048003,54
ENSMUSG00000096936,54
ENSMUSG00000108068,54
ENSMUSG00000107937,54
ENSMUSG00000108678,54
ENSMUSG00000109555,54
ENSMUSG00000107531,54
ENSMUSG00000097263,54
ENSMUSG00000031775,54
ENSMUSG00000097424,54
ENSMUSG00000079677,54
ENSMUSG00000103621,54
ENSMUSG00000078141,54
ENSMUSG00000087526,54
ENSMUSG00000097103,54
ENSMUSG00000005681,55
ENSMUSG00000092353,55
ENSMUSG00000088302,55
ENSMUSG00000081730,55
ENSMUSG00000104721,55
ENSMUSG00000106443,55
ENSMUSG00000105969,55
ENSMUSG00000070891,55
ENSMUSG00000106732,55
ENSMUSG00000106772,55
ENSMUSG00000106706,55
ENSMUSG00000104576,55
ENSMUSG00000033508,55
ENSMUSG00000108171,55
ENSMUSG00000110282,55
ENSMUSG00000109580,55
ENSMUSG00000102153,55
ENSMUSG00000093668,55
ENSMUSG00000046856,56
ENSMUSG00000016529,56
ENSMUSG00000078122,56
ENSMUSG00000040264,56
ENSMUSG00000105156,56
ENSMUSG00000104709,56
ENSMUSG00000106749,56
ENSMUSG00000106751,56
ENSMUSG00000105542,56
ENSMUSG00000106676,56
ENSMUSG00000108004,56
ENSMUSG00000104420,56
ENSMUSG00000108920,56
ENSMUSG00000084399,56
ENSMUSG00000087163,56
ENSMUSG00000109789,56
ENSMUSG00000092358,56
ENSMUSG00000038379,56
ENSMUSG00000084411,56
ENSMUSG00000092540,56
ENSMUSG00000085229,56
ENSMUSG00000021319,56
ENSMUSG00000085595,56
ENSMUSG00000098293,56
ENSMUSG00000102319,57
ENSMUSG00000089877,57
ENSMUSG00000104476,57
ENSMUSG00000103808,57
ENSMUSG00000075312,57
ENSMUSG00000081583,57
ENSMUSG00000106063,57
ENSMUSG00000086961,57
ENSMUSG00000104852,57
ENSMUSG00000107362,57
ENSMUSG00000105033,57
ENSMUSG00000105985,57
ENSMUSG00000081564,57
ENSMUSG00000061702,57
ENSMUSG00000109882,57
ENSMUSG00000111361,57
ENSMUSG00000111249,57
ENSMUSG00000110928,57
ENSMUSG00000100176,57
ENSMUSG00000106208,57
ENSMUSG00000085078,57
ENSMUSG00000021359,57
ENSMUSG00000018126,57
ENSMUSG00000097507,57
ENSMUSG00000067879,58
ENSMUSG00000103085,58
ENSMUSG00000103961,58
ENSMUSG00000106528,58
ENSMUSG00000098006,58
ENSMUSG00000091313,58
ENSMUSG00000108238,58
ENSMUSG00000109807,58
ENSMUSG00000110378,58
ENSMUSG00000097903,58
ENSMUSG00000086399,58
ENSMUSG00000085192,58
ENSMUSG00000050107,58
ENSMUSG00000097176,58
ENSMUSG00000085072,58
ENSMUSG00000097838,58
ENSMUSG00000090329,58
ENSMUSG00000103916,58
ENSMUSG00000104159,58
ENSMUSG00000097707,58
ENSMUSG00000103711,59
ENSMUSG00000079039,59
ENSMUSG00000096056,59
ENSMUSG00000104336,59
ENSMUSG00000097158,59
ENSMUSG00000029005,59
ENSMUSG00000105282,59
ENSMUSG00000092183,59
ENSMUSG00000056735,59
ENSMUSG00000097246,59
ENSMUSG00000108954,59
ENSMUSG00000110558,59
ENSMUSG00000056155,59
ENSMUSG00000099051,59
ENSMUSG00000104383,59
ENSMUSG00000111434,59
ENSMUSG00000020897,59
ENSMUSG00000019301,59
ENSMUSG00000053181,59
ENSMUSG00000049148,59
ENSMUSG00000103932,59
ENSMUSG00000101059,59
ENSMUSG00000026683,60
ENSMUSG00000104097,60
ENSMUSG00000044916,60
ENSMUSG00000027326,60
ENSMUSG00000083483,60
ENSMUSG00000083502,60
ENSMUSG00000080825,60
ENSMUSG00000105378,60
ENSMUSG00000105519,60
ENSMUSG00000106291,60
ENSMUSG00000107319,60
ENSMUSG00000035364,60
ENSMUSG00000086873,60
ENSMUSG00000092323,60
ENSMUSG00000108486,60
ENSMUSG00000058589,60
ENSMUSG00000037725,60
ENSMUSG00000110325,60
ENSMUSG00000080966,60
ENSMUSG00000097703,60
ENSMUSG00000096947,60
ENSMUSG00000096592,60
ENSMUSG00000080718,61
ENSMUSG00000082693,61
ENSMUSG00000102550,61
ENSMUSG00000027939,61
ENSMUSG00000049649,61
ENSMUSG00000095159,61
ENSMUSG00000087314,61
ENSMUSG00000056531,61
ENSMUSG00000044609,61
ENSMUSG00000062235,61
ENSMUSG00000110159,61
ENSMUSG00000111318,61
ENSMUSG00000054758,61
ENSMUSG00000063556,61
ENSMUSG00000082078,61
ENSMUSG00000097051,61
ENSMUSG00000025380,61
ENSMUSG00000047953,61
ENSMUSG00000103851,61
ENSMUSG00000092438,61
ENSMUSG00000034028,61
ENSMUSG00000067608,61
ENSMUSG00000081648,62
ENSMUSG00000074529,62
ENSMUSG00000081657,62
ENSMUSG00000084345,62
ENSMUSG00000080902,62
ENSMUSG00000028678,62
ENSMUSG00000006389,62
ENSMUSG00000054304,62
ENSMUSG00000103959,62
ENSMUSG00000106243,62
ENSMUSG00000078810,62
ENSMUSG00000070425,62
ENSMUSG00000097574,62
ENSMUSG00000100701,63
ENSMUSG00000104524,63
ENSMUSG00000103693,63
ENSMUSG00000104212,63
ENSMUSG00000028716,63
ENSMUSG00000039546,63
ENSMUSG00000108694,63
ENSMUSG00000109045,63
ENSMUSG00000104876,63
ENSMUSG00000081520,63
ENSMUSG00000069804,63
ENSMUSG00000063704,63
ENSMUSG00000058567,63
ENSMUSG00000103973,64
ENSMUSG00000085201,64
ENSMUSG00000058620,64
ENSMUSG00000074629,64
ENSMUSG00000104795,64
ENSMUSG00000105355,64
ENSMUSG00000036832,64
ENSMUSG00000048520,64
ENSMUSG00000074355,64
ENSMUSG00000108447,64
ENSMUSG00000097974,64
ENSMUSG00000072244,64
ENSMUSG00000019936,64
ENSMUSG00000097633,64
ENSMUSG00000018570,64
ENSMUSG00000000632,64
ENSMUSG00000025386,64
ENSMUSG00000101828,64
ENSMUSG00000073435,64
ENSMUSG00000091831,64
ENSMUSG00000102827,64
ENSMUSG00000099913,65
ENSMUSG00000082769,65
ENSMUSG00000101174,65
ENSMUSG00000079051,65
ENSMUSG00000080942,65
ENSMUSG00000105342,65
ENSMUSG00000104973,65
ENSMUSG00000050493,65
ENSMUSG00000086916,65
ENSMUSG00000107296,65
ENSMUSG00000107835,65
ENSMUSG00000110010,65
ENSMUSG00000060034,65
ENSMUSG00000109787,65
ENSMUSG00000097601,65
ENSMUSG00000085784,65
ENSMUSG00000091191,65
ENSMUSG00000021569,65
ENSMUSG00000099267,65
ENSMUSG00000055202,65
ENSMUSG00000073598,65
ENSMUSG00000073555,65
ENSMUSG00000085894,66
ENSMUSG00000102649,66
ENSMUSG00000101168,66
ENSMUSG00000077192,66
ENSMUSG00000062170,66
ENSMUSG00000101641,66
ENSMUSG00000055216,66
ENSMUSG00000028441,66
ENSMUSG00000107227,66
ENSMUSG00000085771,66
ENSMUSG00000098230,66
ENSMUSG00000106636,66
ENSMUSG00000107653,66
ENSMUSG00000059900,66
ENSMUSG00000084519,66
ENSMUSG00000110146,66
ENSMUSG00000109873,66
ENSMUSG00000110690,66
ENSMUSG00000096793,66
ENSMUSG00000080928,66
ENSMUSG00000022824,66
ENSMUSG00000073400,66
ENSMUSG00000071862,66
ENSMUSG00000081441,67
ENSMUSG00000102704,67
ENSMUSG00000055494,67
ENSMUSG00000079627,67
ENSMUSG00000102460,67
ENSMUSG00000104339,67
ENSMUSG00000028011,67
ENSMUSG00000105774,67
ENSMUSG00000105939,67
ENSMUSG00000028457,67
ENSMUSG00000110105,67
ENSMUSG00000035262,67
ENSMUSG00000032268,67
ENSMUSG00000104244,67
ENSMUSG00000018907,67
ENSMUSG00000041431,67
ENSMUSG00000097055,67
ENSMUSG00000080783,67
ENSMUSG00000005763,68
ENSMUSG00000082895,68
ENSMUSG00000081975,68
ENSMUSG00000052912,68
ENSMUSG00000080059,68
ENSMUSG00000105814,68
ENSMUSG00000109429,68
ENSMUSG00000091825,68
ENSMUSG00000047880,68
ENSMUSG00000000869,68
ENSMUSG00000078377,68
ENSMUSG00000093579,68
ENSMUSG00000087141,68
ENSMUSG00000100090,68
ENSMUSG00000049357,68
ENSMUSG00000063586,68
ENSMUSG00000103839,69
ENSMUSG00000103367,69
ENSMUSG00000083166,69
ENSMUSG00000015702,69
ENSMUSG00000045327,69
ENSMUSG00000085180,69
ENSMUSG00000084260,69
ENSMUSG00000106575,69
ENSMUSG00000106826,69
ENSMUSG00000109509,69
ENSMUSG00000109799,69
ENSMUSG00000066175,69
ENSMUSG00000056888,69
ENSMUSG00000039878,69
ENSMUSG00000090007,69
ENSMUSG00000110545,69
ENSMUSG00000071041,69
ENSMUSG00000080763,69
ENSMUSG00000034156,69
ENSMUSG00000084792,69
ENSMUSG00000095677,69
ENSMUSG00000024155,69
ENSMUSG00000071068,69
ENSMUSG00000090273,69
ENSMUSG00000082307,70
ENSMUSG00000084113,70
ENSMUSG00000082905,70
ENSMUSG00000083573,70
ENSMUSG00000039617,70
ENSMUSG00000069011,70
ENSMUSG00000060438,70
ENSMUSG00000066116,70
ENSMUSG00000082061,70
ENSMUSG00000047905,70
ENSMUSG00000107951,70
ENSMUSG00000107462,70
ENSMUSG00000090460,70
ENSMUSG00000085573,70
ENSMUSG00000110057,70
ENSMUSG00000082793,70
ENSMUSG00000098915,70
ENSMUSG00000080904,70
ENSMUSG00000081924,70
ENSMUSG00000018930,70
ENSMUSG00000067869,70
ENSMUSG00000089883,70
ENSMUSG00000092563,71
ENSMUSG00000100561,71
ENSMUSG00000084328,71
ENSMUSG00000054582,71
ENSMUSG00000081603,71
ENSMUSG00000083367,71
ENSMUSG00000082896,71
ENSMUSG00000080875,71
ENSMUSG00000105622,71
ENSMUSG00000081865,71
ENSMUSG00000104720,71
ENSMUSG00000081113,71
ENSMUSG00000083434,71
ENSMUSG00000019982,71
ENSMUSG00000098544,71
ENSMUSG00000080021,71
ENSMUSG00000062380,71
ENSMUSG00000043613,71
ENSMUSG00000036768,71
ENSMUSG00000084183,71
ENSMUSG00000091419,71
ENSMUSG00000073640,71
ENSMUSG00000096699,71
ENSMUSG00000051998,72
ENSMUSG00000017002,72
ENSMUSG00000080772,72
ENSMUSG00000101493,72
ENSMUSG00000086697,72
ENSMUSG00000105637,72
ENSMUSG00000045725,72
ENSMUSG00000071237,72
ENSMUSG00000108833,72
ENSMUSG00000108551,72
ENSMUSG00000036923,72
ENSMUSG00000048922,72
ENSMUSG00000090136,72
ENSMUSG00000025646,72
ENSMUSG00000036123,72
ENSMUSG00000085442,72
ENSMUSG00000022876,72
ENSMUSG00000102854,72
ENSMUSG00000102559,73
ENSMUSG00000099835,73
ENSMUSG00000098024,73
ENSMUSG00000100813,73
ENSMUSG00000104951,73
ENSMUSG00000029414,73
ENSMUSG00000030000,73
ENSMUSG00000034648,73
ENSMUSG00000107792,73
ENSMUSG00000040121,73
ENSMUSG00000108732,73
ENSMUSG00000000730,73
ENSMUSG00000035773,73
ENSMUSG00000020061,73
ENSMUSG00000079038,73
ENSMUSG00000070291,73
ENSMUSG00000089827,73
ENSMUSG00000068141,73
ENSMUSG00000094638,74
ENSMUSG00000086825,74
ENSMUSG00000026692,74
ENSMUSG00000040084,74
ENSMUSG00000027560,74
ENSMUSG00000050921,74
ENSMUSG00000028351,74
ENSMUSG00000105366,74
ENSMUSG00000037108,74
ENSMUSG00000072940,74
ENSMUSG00000108923,74
ENSMUSG00000063594,74
ENSMUSG00000109157,74
ENSMUSG00000009246,74
ENSMUSG00000090516,74
ENSMUSG00000035352,74
ENSMUSG00000024245,74
ENSMUSG00000103364,75
ENSMUSG00000102531,75
ENSMUSG00000100033,75
ENSMUSG00000102776,75
ENSMUSG00000105201,75
ENSMUSG00000084235,75
ENSMUSG00000075569,75
ENSMUSG00000006649,75
ENSMUSG00000030510,75
ENSMUSG00000111868,75
ENSMUSG00000096991,75
ENSMUSG00000083792,75
ENSMUSG00000072066,75
ENSMUSG00000024268,75
ENSMUSG00000063681,76
ENSMUSG00000040522,76
ENSMUSG00000097583,76
ENSMUSG00000105552,76
ENSMUSG00000028654,76
ENSMUSG00000004415,76
ENSMUSG00000106750,76
ENSMUSG00000106777,76
ENSMUSG00000049939,76
ENSMUSG00000107608,76
ENSMUSG00000096553,76
ENSMUSG00000110433,76
ENSMUSG00000087026,76
ENSMUSG00000079396,76
ENSMUSG00000070282,76
ENSMUSG00000074715,76
ENSMUSG00000092470,76
ENSMUSG00000101556,76
ENSMUSG00000035868,76
ENSMUSG00000103976,77
ENSMUSG00000026580,77
ENSMUSG00000027525,77
ENSMUSG00000060445,77
ENSMUSG00000088185,77
ENSMUSG00000053178,77
ENSMUSG00000043614,77
ENSMUSG00000085227,77
ENSMUSG00000079462,77
ENSMUSG00000108035,77
ENSMUSG00000081926,77
ENSMUSG00000034997,77
ENSMUSG00000034773,77
ENSMUSG00000068227,77
ENSMUSG00000087556,77
ENSMUSG00000092284,77
ENSMUSG00000023984,77
ENSMUSG00000024936,77
ENSMUSG00000081382,78
ENSMUSG00000084781,78
ENSMUSG00000087151,78
ENSMUSG00000081123,78
ENSMUSG00000081209,78
ENSMUSG00000105655,78
ENSMUSG00000056025,78
ENSMUSG00000092354,78
ENSMUSG00000038236,78
ENSMUSG00000108737,78
ENSMUSG00000100005,78
ENSMUSG00000025461,78
ENSMUSG00000097692,78
ENSMUSG00000036151,78
ENSMUSG00000110697,78
ENSMUSG00000053128,78
ENSMUSG00000032246,78
ENSMUSG00000096458,78
ENSMUSG00000040490,78
ENSMUSG00000068606,78
ENSMUSG00000104002,79
ENSMUSG00000087263,79
ENSMUSG00000085527,79
ENSMUSG00000039252,79
ENSMUSG00000106617,79
ENSMUSG00000030048,79
ENSMUSG00000089886,79
ENSMUSG00000087672,79
ENSMUSG00000050663,79
ENSMUSG00000062991,79
ENSMUSG00000110683,79
ENSMUSG00000048534,79
ENSMUSG00000104263,79
ENSMUSG00000009185,79
ENSMUSG00000052125,79
ENSMUSG00000097417,79
ENSMUSG00000090185,79
ENSMUSG00000074570,80
ENSMUSG00000097252,80
ENSMUSG00000087411,80
ENSMUSG00000046607,80
ENSMUSG00000054161,80
ENSMUSG00000030672,80
ENSMUSG00000054618,80
ENSMUSG00000044551,80
ENSMUSG00000103710,80
ENSMUSG00000093080,80
ENSMUSG00000091183,80
ENSMUSG00000030446,80
ENSMUSG00000022479,80
ENSMUSG00000083827,80
ENSMUSG00000085337,80
ENSMUSG00000094281,80
ENSMUSG00000102982,81
ENSMUSG00000100213,81
ENSMUSG00000055926,81
ENSMUSG00000027469,81
ENSMUSG00000049230,81
ENSMUSG00000102570,81
ENSMUSG00000108366,81
ENSMUSG00000030600,81
ENSMUSG00000036578,81
ENSMUSG00000108633,81
ENSMUSG00000109243,81
ENSMUSG00000079391,81
ENSMUSG00000032092,81
ENSMUSG00000103164,81
ENSMUSG00000083705,81
ENSMUSG00000110393,81
ENSMUSG00000071203,81
ENSMUSG00000091050,81
ENSMUSG00000086837,81
ENSMUSG00000098090,81
ENSMUSG00000096926,81
ENSMUSG00000090272,82
ENSMUSG00000060336,82
ENSMUSG00000050075,82
ENSMUSG00000086320,82
ENSMUSG00000063245,82
ENSMUSG00000107091,82
ENSMUSG00000029279,82
ENSMUSG00000097364,82
ENSMUSG00000108461,82
ENSMUSG00000092837,82
ENSMUSG00000098111,82
ENSMUSG00000091460,82
ENSMUSG00000024134,82
ENSMUSG00000079608,82
ENSMUSG00000103553,83
ENSMUSG00000093277,83
ENSMUSG00000103436,83
ENSMUSG00000078552,83
ENSMUSG00000030237,83
ENSMUSG00000109696,83
ENSMUSG00000095280,83
ENSMUSG00000092212,83
ENSMUSG00000087242,83
ENSMUSG00000097470,83
ENSMUSG00000036298,83
ENSMUSG00000056130,83
ENSMUSG00000025936,84
ENSMUSG00000026180,84
ENSMUSG00000026271,84
ENSMUSG00000104388,84
ENSMUSG00000086969,84
ENSMUSG00000090141,84
ENSMUSG00000106022,84
ENSMUSG00000038276,84
ENSMUSG00000001166,84
ENSMUSG00000029641,84
ENSMUSG00000106904,84
ENSMUSG00000104030,84
ENSMUSG00000073805,84
ENSMUSG00000040759,84
ENSMUSG00000102151,84
ENSMUSG00000048329,84
ENSMUSG00000047988,84
ENSMUSG00000041771,84
ENSMUSG00000047394,84
ENSMUSG00000023993,84
ENSMUSG00000079429,85
ENSMUSG00000078137,85
ENSMUSG00000045318,85
ENSMUSG00000107061,85
ENSMUSG00000080836,85
ENSMUSG00000107560,85
ENSMUSG00000107846,85
ENSMUSG00000008153,85
ENSMUSG00000039257,85
ENSMUSG00000056592,85
ENSMUSG00000044139,85
ENSMUSG00000031445,85
ENSMUSG00000098211,85
ENSMUSG00000065432,85
ENSMUSG00000042351,85
ENSMUSG00000046828,86
ENSMUSG00000062319,86
ENSMUSG00000097025,86
ENSMUSG00000025255,86
ENSMUSG00000029371,86
ENSMUSG00000105850,86
ENSMUSG00000038782,86
ENSMUSG00000040364,86
ENSMUSG00000110647,86
ENSMUSG00000091144,86
ENSMUSG00000084844,86
ENSMUSG00000086333,86
ENSMUSG00000102275,87
ENSMUSG00000103966,87
ENSMUSG00000099858,87
ENSMUSG00000106446,87
ENSMUSG00000087142,87
ENSMUSG00000043621,87
ENSMUSG00000044060,87
ENSMUSG00000097904,87
ENSMUSG00000086013,87
ENSMUSG00000108358,87
ENSMUSG00000069972,87
ENSMUSG00000090779,87
ENSMUSG00000110946,87
ENSMUSG00000034837,87
ENSMUSG00000020838,87
ENSMUSG00000035085,87
ENSMUSG00000021448,87
ENSMUSG00000052013,87
ENSMUSG00000024008,87
